drafted_prob,height_in_cm,recruit_rank,games_played,ft_pct,free_throw_rate,fg2_pct,fg3m,fg3_pct,ts_pct,rim_shot_ratio,mid_fg_made,mid_shot_ratio,dunks_made,dunk_rate,usage_pct,porpag,personal_foul_rate,ast_tov_ratio,off_box_plus_minus,def_box_plus_minus,off_game_box_plus_minus,def_game_box_plus_minus,assists,steals,offensive_rebounds,defensive_rebounds,drb_pct,ast_pct,tov_pct,stl_pct
0.00019194068,190.5,55.7,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.5568,1.0,1.0,0.0,1.0,20.0,0.380901,16.0,0.0,8.724783,-9.22749,11.923771,7.346461,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0
0.00019186384,198.1,55.7,9.0,0.543,83.3,0.463,0.0,0.0,48.61,0.5135,0.0,0.0,0.0,1.0,20.9,1.19523,4.4,1.0909016,-0.0258231,-0.483784,0.537975,-0.863716,1.3333,0.6667,2.64691,3.3333,19.2,16.4,16.2,1.8
0.00019040934,195.6,11.6,28.0,0.708,26.1,0.267,30.0,0.39,55.61,0.3636,0.0,0.0,1.0,1.0,9.3,1.12455,3.7,1.4000387,1.13488,1.07234,-0.692991,1.20607,0.7241,0.5172,1.0345,3.5862,17.0,5.6,13.7,1.4
0.0001890446,198.1,69.0,30.0,0.636,27.5,0.603,6.0,0.273,56.38,0.6098,10.0,0.5882,0.0,1.0,12.3,0.890453,3.9,2.1785874,0.931323,2.66678,-0.568284,3.07577,1.9677,0.3871,0.5484,1.9677,11.5,18.2,24.2,1.2
0.0001885411,182.9,55.7,30.0,0.636,13.5,0.441,26.0,0.25,41.51,0.65,13.0,0.3333,0.0,1.0,15.1,-0.285653,2.8,1.6,-1.37882,-0.0235369,-3.04844,0.923639,1.0,0.8125,0.25,1.875,10.9,8.1,12.4,2.2
0.00018845807,185.4,55.7,30.0,0.711,36.9,0.404,24.0,0.247,44.75,0.4268,34.0,0.3656,0.0,1.0,27.2,0.559653,3.1,0.92422724,-2.89997,-0.876078,-1.92708,-0.611403,2.0333,1.2667,0.6333,4.8333,20.0,17.9,16.2,2.5
0.0001883756,185.4,55.7,31.0,0.64,38.0,0.506,22.0,0.306,51.94,0.5726,15.0,0.3333,0.0,1.0,25.9,0.756617,3.7,0.8977455,-2.68985,0.401179,-3.16514,0.316208,2.4688,0.9688,0.4062,2.5,11.5,23.3,25.5,2.3
0.0001879203,190.5,55.7,3.0,0.0,0.0,0.0,1.0,0.5,75.0,0.5568,0.0,0.3158,0.0,1.0,19.8,0.252084,10.0,0.0,8.14605,-6.8231,5.8511,0.618755,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
0.00018761521,188.0,71.8,29.0,0.846,14.3,0.406,25.0,0.424,57.63,0.4118,6.0,0.4,0.0,1.0,12.5,0.818288,2.4,1.8055831,-0.0743742,0.507527,-0.976469,1.96834,2.1667,0.8,0.1667,1.2667,7.7,19.8,29.9,2.4
0.00018742534,205.7,54.4,8.0,0.0,0.0,0.375,0.0,0.0,37.5,0.5,0.0,0.0,2.0,1.0,28.1,0.0756396,8.0,1.250225,-4.36693,3.57658,-5.17992,3.96094,0.5556,0.0,0.4444,1.1111,15.7,28.6,20.0,0.0
0.00018639452,190.5,55.7,24.0,0.655,39.0,0.548,15.0,0.313,54.75,0.5614,19.0,0.5278,3.0,1.0,19.8,0.905933,3.5,1.0192773,-0.406815,-1.74167,-0.955291,-1.26085,1.8929,1.0357,0.9643,2.5357,13.9,17.1,23.2,2.6
0.00018621795,200.7,20.6,18.0,0.0,0.0,0.667,0.0,0.0,66.67,0.625,1.0,1.0,1.0,1.0,7.5,0.056775,7.5,0.0,-2.32854,0.121375,-3.8938,1.32964,0.0,0.1053,0.2632,0.6316,10.6,0.0,27.0,1.4
0.00018618368,195.6,55.7,29.0,0.489,24.0,0.432,3.0,0.231,43.51,0.56,23.0,0.2771,6.0,0.75,22.8,-0.441003,2.9,0.8769096,-6.14487,-1.35663,-5.07454,-1.49497,1.9,0.5,0.8333,3.0667,17.0,18.1,25.7,1.4
0.00018476801,182.9,55.7,27.0,0.738,26.9,0.447,4.0,0.333,48.64,0.5638,43.0,0.3554,1.0,1.0,22.7,0.695382,3.7,1.1864038,-2.2319,0.810813,-2.65304,1.01534,2.3333,1.5667,0.8,2.0667,9.2,19.7,19.6,3.3
0.00018402516,205.7,36.2,28.0,0.525,34.8,0.496,0.0,0.0,50.37,0.5556,17.0,0.3953,11.0,0.7857,16.3,-0.249384,5.3,0.48080364,-4.68509,-0.0695331,-4.75835,-1.18194,0.8065,0.4194,1.7097,3.0323,18.0,6.1,28.4,1.0
0.00018298495,205.7,55.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,18.3,-0.0345382,0.0,1.0,-12.4786,7.866778,1.29358,6.63302,0.25,0.0,0.25,0.0,0.0,39.978,75.989,0.0
0.00018250663,182.9,55.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,1.0,18.1,-0.59337,10.0,0.0,-16.8768,7.17368,-20.5281,-4.16891,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
0.00018192807,200.7,55.7,32.0,0.846,17.0,0.524,68.0,0.366,57.0,0.6667,15.0,0.4167,0.0,1.0,15.9,1.94622,2.4,0.5428781,1.03446,-1.39683,1.62478,-0.935861,0.5938,0.4062,0.375,4.8438,16.2,3.7,11.7,0.7
0.00018113446,193.0,55.7,18.0,0.786,45.2,0.56,0.0,0.0,51.79,0.5909,1.0,0.3333,0.0,1.0,10.3,-0.771459,3.6,0.84210527,-2.71646,2.46642,-4.01369,2.3966,0.8,0.8,0.55,2.7,15.8,6.2,35.8,2.9
0.0001808485,180.3,55.7,28.0,0.584,21.8,0.4,68.0,0.278,42.87,0.5,19.0,0.2405,0.0,1.0,28.5,0.544315,2.7,0.9436346,-0.644589,-5.85894,-0.762099,-4.21986,2.2333,1.4667,0.8,2.2,7.3,16.3,14.3,2.3
0.00018012484,195.6,55.7,3.0,0.25,200.0,1.0,1.0,1.0,76.92,1.0,0.0,0.3158,0.0,1.0,34.8,0.130511,5.7,0.499925,2.51829,-0.158327,5.7673,-2.32044,0.3333,0.0,0.0,0.6667,36.0,39.978,37.9,0.0
0.00018009015,185.4,55.7,28.0,0.892,30.4,0.438,43.0,0.333,52.65,0.4265,34.0,0.4474,0.0,1.0,22.1,1.18793,3.2,1.2413683,-0.307432,-3.32168,-1.03293,-2.41492,3.4839,1.2258,0.6129,2.0645,8.0,24.1,23.2,2.2
0.00018008861,182.9,55.7,12.0,0.714,9.4,0.45,29.0,0.42,54.29,0.6667,18.0,0.3396,0.0,1.0,30.5,2.18645,3.2,1.1142731,1.04079,-6.29465,2.73255,-4.23431,3.25,0.8333,0.25,1.8333,8.5,30.4,21.2,1.8
0.00017996038,205.7,66.4,28.0,0.357,23.0,0.689,0.0,0.0,65.78,0.7442,10.0,0.5556,13.0,0.9286,15.1,0.876958,6.4,0.52386665,0.583808,6.95995,-0.24269,3.68059,0.3929,0.2143,1.2143,1.5357,15.5,7.0,24.6,1.1
0.00017941365,213.4,55.7,23.0,0.381,53.8,0.487,0.0,0.0,46.96,0.5143,1.0,0.25,7.0,1.0,18.1,0.0651489,6.8,0.3846154,-3.62624,1.40507,-4.52112,1.41149,0.2,0.16,1.04,1.48,15.9,3.2,20.3,1.0
0.00017930866,198.1,55.7,26.0,0.725,51.3,0.526,0.0,0.0,57.22,0.6531,9.0,0.3103,14.0,0.875,15.4,0.76583,5.5,0.400029,-3.07674,2.57554,-1.83844,1.18757,0.2759,0.2759,1.3448,2.931,20.8,2.7,16.7,0.9
0.00017892249,188.0,69.6,26.0,0.6,43.5,0.468,2.0,0.154,46.85,0.58,8.0,0.2759,9.0,1.0,22.2,0.0551591,5.5,0.82053334,-2.94101,4.08808,-3.12394,5.15963,1.2308,1.2308,0.4231,1.6538,14.7,17.6,29.3,5.3
0.00017882153,193.0,55.7,30.0,0.636,17.7,0.449,29.0,0.33,48.59,0.459,16.0,0.4324,2.0,0.5,14.8,-0.0468609,3.0,1.2188,-1.10345,-1.54316,-2.48162,-1.31691,1.2188,0.625,0.4062,1.875,8.2,7.7,15.2,1.4
0.0001785915,195.6,55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.161378,0.0,0.71435875,-6.53624,7.866778,11.923771,7.346461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00017818039,203.2,55.7,30.0,0.644,34.9,0.553,13.0,0.245,50.54,0.6809,10.0,0.3448,17.0,0.85,14.5,0.964564,4.6,0.8823011,0.260734,1.0275,-0.686299,1.00439,0.5,0.3667,1.4,2.5,14.6,5.0,11.7,1.1
0.00017465455,195.6,25.0,31.0,0.7,16.8,0.323,32.0,0.364,50.58,0.4762,0.0,0.0,0.0,1.0,11.7,0.966682,1.5,2.9996126,1.48103,0.469245,1.04745,1.09709,0.7742,0.5484,0.3548,2.0,12.4,8.0,7.2,1.8
0.00017461758,208.3,67.2,31.0,0.463,91.1,0.593,0.0,0.0,56.09,0.6124,1.0,0.1667,17.0,0.8947,23.0,0.854157,5.3,0.79997677,-1.24057,-1.10181,-1.43764,-1.62488,1.375,0.5,2.0312,3.125,18.0,14.9,22.5,1.4
0.00017385601,208.3,55.7,31.0,0.659,40.7,0.566,8.0,0.16,52.13,0.6566,25.0,0.4167,2.0,1.0,22.1,-0.14644,4.5,0.43954888,-5.3838,-0.566648,-5.17053,-0.981633,1.2121,0.4242,0.9697,3.0303,12.4,10.6,27.9,0.9
0.00017322737,205.7,72.4,31.0,0.729,47.1,0.549,0.0,0.0,58.89,0.5802,9.0,0.4286,15.0,0.7143,21.2,1.48896,5.8,0.59095395,2.00677,3.93292,2.08414,2.032,0.4194,0.2258,1.3226,1.7097,16.2,8.2,16.8,1.1
0.0001724357,185.4,55.7,4.0,0.0,0.0,1.0,0.0,0.0,33.33,1.0,0.0,0.3158,0.0,1.0,34.8,-0.0589285,16.0,0.0,-9.70539,-2.06972,-16.5132,3.56106,0.0,0.25,0.25,0.25,22.1,0.0,28.1,8.5
0.00017188463,203.2,55.7,8.0,1.0,18.2,0.444,0.0,0.0,41.84,0.4286,1.0,0.5,0.0,0.0,18.2,0.00892035,5.0,1.199964,-1.05075,4.36041,-2.62261,2.76231,0.6667,0.3333,0.6667,0.4444,9.3,18.7,27.3,2.5
0.00017152591,188.0,55.7,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5568,0.0,0.3158,0.0,1.0,20.0,0.63156,0.0,0.71435875,8.724783,-6.57366,11.923771,7.346461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00017152328,205.7,55.7,30.0,0.611,46.8,0.506,0.0,0.0,53.13,0.6182,5.0,0.2273,4.0,0.8,12.0,0.551321,6.6,0.3124,-1.74785,-0.186159,-2.53443,0.224691,0.1562,0.1875,1.2188,2.3125,15.9,2.0,13.6,0.6
0.00017121088,200.7,55.7,29.0,0.848,35.1,0.479,5.0,0.217,50.6,0.6977,4.0,0.1429,3.0,1.0,19.6,0.525945,5.3,1.8571745,-1.99216,3.21586,-2.0247,2.90099,1.6774,0.4839,0.6129,2.6452,23.8,23.5,19.6,2.1
0.00017032718,208.3,29.2,9.0,0.0,33.3,0.667,0.0,0.0,57.55,0.6667,0.0,0.3158,0.0,1.0,17.5,-0.333493,5.0,0.25,-11.2431,2.45589,-10.7884,2.10482,0.1111,0.1111,0.0,0.1111,5.2,8.5,56.9,2.5
0.00017029828,198.1,55.7,15.0,0.0,0.0,0.667,2.0,0.667,83.33,0.6667,0.0,0.3158,1.0,1.0,8.9,0.447431,5.9,0.0,2.79145,-4.32892,3.22303,0.210915,0.0,0.0588,0.1765,0.4118,17.0,0.0,0.0,1.8
0.00017021614,198.1,1.6,29.0,0.725,40.8,0.582,8.0,0.296,58.64,0.7,15.0,0.3846,3.0,0.75,17.9,1.15223,4.6,0.567521,0.950228,3.77807,0.383711,3.85773,0.7241,1.2069,1.0,2.1724,13.8,7.8,22.6,3.8
0.00016959549,200.7,55.7,30.0,0.696,35.9,0.394,9.0,0.31,45.71,0.3951,7.0,0.3889,2.0,0.5,19.8,0.0149757,6.7,0.45455787,-3.31958,1.60071,-4.10663,0.559804,0.6667,0.5,1.7667,3.4333,24.3,8.7,26.1,1.8
0.0001695646,205.7,66.8,32.0,0.477,51.2,0.417,0.0,0.0,43.33,0.5203,6.0,0.1304,10.0,0.9091,19.7,0.408694,3.0,0.31253335,-3.78852,-0.54062,-2.63013,-1.71362,0.4688,0.4062,2.64691,3.5312,17.2,4.2,19.6,1.0
0.00016954052,200.7,88.4,30.0,0.75,31.1,0.425,19.0,0.302,48.65,0.5714,9.0,0.3462,0.0,1.0,15.9,0.201359,3.6,0.34614056,-0.87803,1.38937,-1.67104,1.25572,0.3,0.3667,0.5,1.5667,12.5,3.8,21.9,1.5
0.00016896067,198.1,35.2,21.0,0.429,43.8,0.571,1.0,0.5,56.92,0.7778,1.0,0.2,2.0,1.0,10.6,0.209982,6.3,0.24986877,-2.32715,3.64516,-2.44882,1.94591,0.0476,0.2857,0.4286,0.9048,17.3,1.6,18.2,2.9
0.00016859197,185.4,55.7,30.0,0.759,13.2,0.471,46.0,0.4,55.42,0.5833,35.0,0.4375,0.0,1.0,18.9,1.17264,2.3,0.9362179,0.10631,-0.245049,0.434513,0.118607,1.4194,0.6774,0.2258,2.9032,14.3,13.0,19.4,1.6
0.00016856112,203.2,55.7,6.0,0.0,0.0,1.0,1.0,1.0,100.0,0.5568,1.0,1.0,0.0,1.0,6.5,0.96466,5.7,0.71435875,7.58021,2.5648,7.59965,7.346461,0.1429,0.2857,0.0,0.8571,15.7,14.4,0.0,4.2
0.00016789847,205.7,65.0,30.0,0.42,41.7,0.661,1.0,0.5,62.61,0.7263,9.0,0.3913,16.0,1.0,19.4,1.08379,6.9,0.3332543,0.0732923,3.0693,-1.17931,0.976811,0.2812,0.5,1.6562,1.6562,11.4,4.3,17.7,1.9
0.00016701627,195.6,55.7,18.0,0.707,35.3,0.667,19.0,0.306,58.31,0.7083,2.0,0.3333,10.0,1.0,18.3,1.66078,4.0,1.0,2.5412,-0.182268,1.13525,-0.271923,1.2222,1.1111,1.2222,2.5,12.1,10.1,16.1,2.7
0.00016692026,198.1,55.7,25.0,0.824,11.6,0.533,36.0,0.414,59.97,0.575,9.0,0.45,0.0,1.0,14.0,1.80713,2.6,0.9412665,1.36374,-1.42818,0.953135,-1.47355,0.6154,0.1923,1.3846,2.3077,10.5,4.2,10.8,0.4
0.00016645822,208.3,55.4,31.0,0.55,23.0,0.507,1.0,0.083,46.63,0.6279,11.0,0.3438,2.0,1.0,19.2,0.237641,9.1,0.2941284,-2.9359,1.09611,-5.18833,1.0339,0.1613,0.2258,0.7097,1.3548,14.6,3.4,16.9,1.3
0.00016393032,213.4,9.4,28.0,0.583,27.0,0.483,0.0,0.0,49.8,0.463,18.0,0.5143,2.0,0.5,22.2,0.125994,7.8,0.2424642,-5.37432,-0.606584,-5.9093,-0.619045,0.2759,0.1724,1.1034,1.6897,15.3,4.7,25.8,1.0
0.00016377721,210.8,55.7,25.0,0.8,20.0,0.382,6.0,0.375,47.49,0.5263,3.0,0.2,5.0,0.7143,16.8,-0.28467,8.3,0.47063324,-6.53236,2.48064,-6.90302,1.0756,0.3077,0.0385,0.4615,1.5,17.5,6.8,27.4,0.3
0.00016301921,188.0,55.7,4.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5568,0.0,0.3158,0.0,1.0,4.3,0.411829,0.0,0.71435875,5.97775,-1.41311,11.923771,4.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00016290175,182.9,55.7,30.0,0.684,7.1,0.418,68.0,0.373,53.06,0.68,11.0,0.2619,0.0,1.0,16.3,0.765125,2.4,1.3500535,-0.216109,-2.6318,-0.920836,-2.21431,1.6364,0.7879,0.3939,1.9697,7.3,10.2,15.5,1.3
0.00016231969,198.1,55.7,3.0,1.0,100.0,0.0,1.0,0.5,84.75,0.5568,0.0,0.3158,0.0,1.0,18.0,0.139444,10.7,0.33333334,-3.37204,-2.47382,-6.51732,0.782635,0.25,0.0,0.5,0.75,23.1,12.3,42.7,0.0
0.00016142569,198.1,55.7,31.0,0.703,35.4,0.397,49.0,0.308,47.75,0.541,17.0,0.2615,0.0,1.0,24.0,0.532684,3.7,0.6951465,-1.77875,-0.242289,-1.62866,-0.699766,1.7273,1.1515,1.1212,4.9655,22.6,12.5,21.0,2.4
0.000160095,208.3,55.7,20.0,1.0,19.0,0.389,0.0,0.0,39.3,0.4286,1.0,0.25,1.0,1.0,14.4,-0.145277,7.1,1.0,-3.32581,0.357028,-5.22547,0.445886,0.45,0.15,0.45,0.9,16.2,11.8,28.1,1.3
0.00016003015,193.0,55.7,29.0,0.625,33.2,0.457,4.0,0.182,46.95,0.5694,18.0,0.24,6.0,0.8571,24.0,0.34288,4.4,0.6481667,-2.71679,-1.79268,-2.6479,-1.43473,1.1667,1.1333,1.0,2.5,12.2,12.0,18.4,2.8
0.00015988083,193.0,55.7,18.0,0.5,25.0,0.4,0.0,0.0,27.93,0.5,0.0,0.0,0.0,1.0,9.4,-0.547189,10.2,1.8,-3.14449,6.66104,-8.3119,7.3425,0.9,1.0,0.5,0.65,10.5,10.4,37.7,6.5
0.00015960362,208.3,55.7,30.0,0.531,47.1,0.507,0.0,0.0,51.68,0.5978,14.0,0.3182,3.0,1.0,19.4,0.112513,4.6,0.53846157,-5.56933,-0.604396,-4.02064,-0.907417,0.7,0.1667,0.9333,3.1333,20.7,9.4,21.4,0.5
0.00015913678,195.6,55.7,7.0,0.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,0.3158,0.0,1.0,34.8,-0.130624,11.4,0.33333334,-22.727718,-1.60005,-17.1577,3.2837,0.125,0.125,0.125,0.75,39.589,0.0,62.5,7.9
0.00015890614,182.9,55.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,7.7,-0.43045,5.7,0.0,-6.57182,7.53916,-11.5267,3.66813,0.0,0.2,0.0,0.0,0.0,0.0,75.989,7.8
0.00015841493,193.0,79.2,30.0,0.667,40.0,0.632,12.0,0.214,44.82,0.6923,3.0,0.5,0.0,1.0,16.8,-0.0206945,5.7,0.5600624,-1.45201,-1.22137,-3.78801,-0.972018,0.4667,0.1667,0.6333,1.4667,14.2,7.4,24.7,0.8
0.00015755836,208.3,55.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,1.0,5.5,-0.607078,8.0,0.71435875,-11.5831,-4.2488,-7.14032,1.33247,0.0,0.0,0.0,1.0,39.589,0.0,0.0,0.0
0.00015741885,198.1,14.4,30.0,0.744,33.9,0.487,9.0,0.257,50.18,0.5147,4.0,0.3333,0.0,1.0,13.9,0.434912,3.3,1.1081651,-0.541992,2.43055,-0.841895,1.62608,1.3667,1.0,1.6,3.3667,18.0,12.1,23.1,2.6
0.00015702803,190.5,55.7,28.0,0.756,23.2,0.42,68.0,0.346,51.47,0.5541,9.0,0.2,0.0,0.0,21.9,1.60728,2.3,0.75608647,0.638019,-4.64559,0.976483,-3.47526,1.0,0.7742,0.4516,2.2581,8.9,7.0,11.0,1.4
0.00015691936,200.7,55.7,29.0,0.826,23.5,0.542,6.0,0.231,52.79,0.5439,8.0,0.5333,2.0,0.5,13.7,0.0928278,3.4,0.71434903,-2.44214,0.102897,-2.21884,-0.087574,0.6452,0.3871,0.6774,1.9677,12.2,6.0,22.1,1.2
0.0001561949,193.0,79.8,15.0,1.0,60.0,0.0,2.0,0.286,46.69,0.5568,0.0,0.0,0.0,1.0,12.2,0.127231,2.2,1.0,0.833915,-1.1506,-2.06899,-1.88888,0.0667,0.0,0.0667,0.1333,4.0,3.0,9.0,0.0
0.00015547824,193.0,55.7,3.0,0.5,16.7,0.5,3.0,0.5,61.78,0.6667,1.0,0.3333,2.0,1.0,18.0,1.26561,5.4,0.499925,2.28516,0.362411,3.31668,4.12581,0.3333,1.3333,0.3333,0.6667,6.6,6.2,16.7,6.1
0.00015508955,213.4,7.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.161381,16.0,0.71435875,-1.87683,-0.340845,-20.7862,2.35357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015485386,198.1,55.7,27.0,0.679,37.8,0.524,13.0,0.302,53.55,0.6452,15.0,0.3488,10.0,0.6667,16.2,0.749621,3.0,1.2340347,-0.14268,-3.48367,-1.14789,-2.98969,2.0,1.0345,1.2069,2.2414,9.8,13.9,22.9,2.1
0.00015467088,208.3,46.6,25.0,0.65,83.3,0.667,0.0,0.0,67.16,0.6818,1.0,0.5,0.0,1.0,11.3,0.445499,5.0,0.09090909,-1.75102,0.524842,-1.34229,1.50127,0.04,0.16,0.76,1.56,19.8,0.8,25.9,1.1
0.00015457666,188.0,55.7,31.0,0.889,20.2,0.231,20.0,0.263,42.03,0.5,0.0,0.0,0.0,1.0,11.1,-1.09376,3.0,1.1923692,-2.50073,1.33147,-4.75343,1.66657,0.9688,0.875,0.25,0.875,5.0,9.2,22.2,2.6
0.0001541723,198.1,4.6,31.0,0.571,21.4,0.691,18.0,0.419,65.76,0.814,3.0,0.25,12.0,1.0,11.8,1.79435,4.9,1.714349,2.7184,2.06403,1.5747,1.81923,0.7742,0.6774,0.9677,1.3871,9.6,8.9,12.8,2.3
0.0001538711,203.2,55.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.258372,16.0,0.71435875,-0.0668805,1.43265,-11.1933,3.39692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015385436,175.3,55.7,31.0,0.552,21.3,0.25,21.0,0.328,38.39,0.2683,7.0,0.2258,0.0,1.0,14.5,-1.3265412,1.8,0.88313526,-7.60734,-1.04715,-7.77369,-1.72326,2.125,1.0312,0.3438,2.5,11.2,16.4,36.9,2.1
0.00015368705,203.2,55.7,19.0,0.421,63.3,0.567,0.0,0.0,53.81,0.5769,2.0,0.5,4.0,0.8,13.4,-0.224605,4.8,0.81818175,-4.16278,1.39655,-3.72233,-0.103399,0.45,0.3,0.4,1.25,14.5,7.3,22.3,1.8
0.0001536245,205.7,33.6,30.0,0.583,32.9,0.545,4.0,0.222,50.95,0.6042,1.0,0.1429,2.0,0.5,9.9,-0.118352,4.8,0.37033334,-2.42998,2.24609,-3.59294,0.69284,0.3333,0.5667,1.5667,2.0333,11.5,2.9,24.4,1.5
0.00015356738,200.7,69.8,26.0,0.645,63.3,0.478,1.0,0.333,52.57,0.5769,7.0,0.35,4.0,0.6667,19.4,0.415477,7.3,0.22215801,-2.13654,2.46703,-3.57814,2.177,0.1538,0.3846,0.8846,1.4615,16.9,3.4,23.2,2.5
0.00015298817,185.4,39.0,30.0,0.897,27.7,0.479,36.0,0.387,59.24,0.6818,7.0,0.2917,0.0,1.0,18.6,1.51396,3.8,1.685683,1.78129,0.0154141,0.778137,2.0267,1.8438,1.0938,0.1562,1.4062,10.5,19.8,19.6,3.1
0.00015229448,175.3,55.7,29.0,0.658,18.2,0.338,45.0,0.313,44.92,0.3103,13.0,0.3611,0.0,1.0,20.5,0.136209,3.2,1.0869331,-0.944881,-1.17444,-2.39366,-0.38133,1.6129,0.9355,0.2581,2.3871,11.1,15.4,18.7,2.2
0.0001522579,200.7,68.8,28.0,0.857,29.7,0.627,40.0,0.377,62.67,0.6809,5.0,0.4167,0.0,1.0,18.8,2.53369,3.4,1.0,4.69575,-1.28936,4.18572,-0.442945,0.7857,0.5357,0.8929,2.1786,12.7,7.8,12.2,1.6
0.0001517794,198.1,55.7,7.0,0.771,53.8,0.457,6.0,0.316,53.29,0.4839,6.0,0.4,2.0,1.0,22.1,1.25007,4.6,0.47826087,-0.868204,0.847455,-0.733438,0.953325,1.375,1.62466,1.375,4.125,15.5,10.4,20.8,3.6
0.00015156623,208.3,55.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.323318,16.0,0.71435875,-3.04528,-0.628224,-24.941147,4.7832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00015108428,203.2,87.2,29.0,0.524,30.0,0.419,7.0,0.259,42.51,0.4516,4.0,0.3333,3.0,1.0,18.1,-0.0353149,2.8,0.67855996,-1.69392,4.14811,-1.79231,3.2138,0.6333,0.4667,0.6,1.5667,15.9,8.9,27.7,2.7
0.00015105822,208.3,56.8,17.0,0.5,50.0,0.5,0.0,0.0,50.51,0.4,2.0,0.6667,0.0,1.0,13.5,-0.0491673,9.1,0.0,-4.84744,-1.34619,-5.62171,0.273235,0.0,0.0588,0.2353,0.4118,15.6,0.0,25.1,1.1
0.00015103776,195.6,76.4,10.0,0.308,46.4,0.273,2.0,0.118,23.41,0.5,0.0,0.0,0.0,1.0,17.0,-1.20238,3.4,1.2857143,-5.59991,0.533062,-7.35785,0.551291,0.9,0.2,0.3,2.2,20.3,12.7,20.0,1.0
0.00015100809,193.0,55.7,27.0,1.0,21.1,0.692,1.0,0.167,59.81,0.7778,2.0,0.5,0.0,1.0,10.0,-0.703526,7.2,0.599971,-4.76927,-0.804452,-7.23865,-1.27368,0.4138,0.1379,0.1034,0.6207,8.7,7.2,48.0,0.5
0.00015066363,205.7,78.0,31.0,0.65,28.4,0.385,20.0,0.4,48.75,0.45,8.0,0.2581,3.0,0.6,16.8,0.565587,5.0,0.73077387,-0.992299,0.878699,-1.45006,0.489091,0.6129,0.1613,0.8387,2.5161,14.6,6.5,15.8,0.5
0.00015065889,203.2,55.7,14.0,0.333,15.8,0.389,0.0,0.0,36.72,0.4545,2.0,0.2857,0.0,1.0,16.5,-0.161963,7.8,0.33349997,-4.7543,2.43785,-5.09781,1.36274,0.0667,0.2,0.3333,0.7333,12.7,2.6,15.3,2.5
0.00014969317,205.7,55.7,24.0,0.582,95.7,0.5,0.0,0.0,53.52,0.5849,4.0,0.2353,4.0,1.0,20.3,0.759546,6.8,0.38888887,-2.97414,0.860137,-2.27375,1.48199,0.28,0.44,1.24,2.28,22.8,4.7,15.0,2.1
0.00014927582,180.3,2.8,27.0,0.708,23.3,0.525,11.0,0.262,49.83,0.5952,7.0,0.3684,2.0,1.0,18.3,0.277731,4.7,1.0666022,-1.11298,0.838738,-2.79528,1.51067,1.1034,0.6207,0.3103,1.8966,14.4,11.2,21.6,2.3
0.00014895631,185.4,77.0,11.0,0.4,41.7,0.333,1.0,0.167,31.3,0.3333,0.0,0.3158,0.0,1.0,25.3,-0.000390307,6.3,1.750275,0.000469597,4.11844,-4.65595,3.06077,0.6364,0.3636,0.3636,0.5455,17.2,33.1,23.4,6.0
0.00014882174,185.4,55.7,32.0,0.719,55.5,0.518,13.0,0.22,51.69,0.631,6.0,0.2,0.0,1.0,16.3,0.50599,2.5,1.1764706,-0.788392,0.310297,-2.065,1.057,2.5,1.2812,0.625,3.0625,12.0,16.5,26.4,2.6
0.0001484637,182.9,4.2,31.0,0.656,21.9,0.5,35.0,0.35,52.61,0.5397,21.0,0.4038,0.0,0.0,22.1,1.52609,3.1,1.5147481,0.1979,-0.0128265,-0.840047,0.74836,3.3226,1.62466,0.4194,1.6129,6.9,21.2,19.9,3.5
0.00014845535,208.3,48.6,30.0,0.438,49.2,0.579,0.0,0.0,55.69,0.6531,17.0,0.3542,11.0,0.9167,21.6,0.886591,4.8,0.4386251,-1.84548,-0.621333,-1.60676,-0.949458,0.8065,0.8065,1.8065,2.9355,14.3,7.4,20.3,1.9
