recruit_rank,games_played,ft_pct,free_throw_rate,fg2_pct,fg3m,fg3_pct,ts_pct,rim_shot_ratio,mid_fg_made,mid_shot_ratio,dunks_made,dunk_rate,usage_pct,porpag,personal_foul_rate,ast_tov_ratio,off_box_plus_minus,def_box_plus_minus,off_game_box_plus_minus,def_game_box_plus_minus,assists,steals,offensive_rebounds,defensive_rebounds,drb_pct,ast_pct,tov_pct,stl_pct,height_in_cm
55.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.3158,0.0,1.0,7.7,-0.38433,0.0,0.71435875,-7.38246,7.866778,-1.53193,3.03072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
55.7,27.0,0.773,23.3,0.452,35.0,0.333,51.21,0.5652,25.0,0.4098,1.0,1.0,17.8,0.890081,3.3,0.67859215,0.196292,-2.20905,-1.42145,-0.887627,0.7037,1.0741,0.3333,1.0741,5.2,6.3,14.7,2.7,190.5
86.4,35.0,0.7,31.1,0.479,47.0,0.379,54.56,0.4691,41.0,0.4881,0.0,1.0,19.7,2.52385,3.7,1.8904444,3.12169,2.33647,1.69214,2.47638,3.9429,1.2286,0.6286,2.7143,9.0,22.0,20.0,2.3,190.5
55.7,22.0,0.846,36.1,0.292,7.0,0.292,42.09,0.25,7.0,0.35,1.0,1.0,20.6,-0.351086,3.9,0.7931035,-4.71609,-2.05154,-4.68675,-1.75488,0.92,0.68,0.6,1.16,9.4,16.1,26.2,2.5,193.0
55.7,12.0,0.0,6.3,0.5,3.0,0.25,39.45,0.6667,0.0,0.0,0.0,1.0,16.4,-0.329576,3.3,0.249925,-6.13878,-4.94738,-6.27281,-3.69739,0.0833,0.0,0.0833,0.1667,3.9,3.8,24.4,0.0,182.9
55.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.494711,0.0,0.71435875,-2.7581,1.5816,-1.32162,3.82769,0.1111,0.1111,0.0,0.0,0.0,13.5,0.0,4.7,182.9
83.8,36.0,0.563,28.6,0.44,0.0,0.0,45.34,0.6207,54.0,0.4,5.0,0.8333,15.9,0.0164221,4.3,0.4571076,-2.41147,1.26144,-2.64831,0.678325,0.4444,0.1667,0.8056,3.0556,17.7,4.1,18.7,0.5,205.7
55.7,27.0,0.471,23.0,0.3,16.0,0.364,45.08,0.5,1.0,0.0667,0.0,1.0,15.7,-0.136044,4.9,0.28563166,-3.08016,-3.48742,-3.46188,-2.19428,0.1481,0.2593,0.3704,1.037,11.1,2.7,17.7,1.4,193.0
55.7,33.0,0.593,94.7,0.524,1.0,0.143,54.65,0.5568,4.0,0.3158,0.0,1.0,20.8,2.11537,5.5,0.92105955,2.43665,4.32213,2.30741,3.16396,1.0606,0.7273,2.0909,2.5455,15.0,10.2,15.6,2.1,200.7
55.7,12.0,1.0,25.0,0.75,2.0,0.5,78.21,0.5,2.0,1.0,0.0,1.0,10.2,-0.241371,6.3,0.16663055,-4.35224,-0.843292,-6.27175,-1.93093,0.0769,0.0769,0.0769,0.3846,6.4,2.5,44.8,0.8,198.1
55.7,27.0,0.619,18.8,0.444,23.0,0.343,50.01,0.5,10.0,0.4,4.0,1.0,17.9,0.161392,1.8,1.263175,-1.81795,-2.03001,-0.187081,-1.66535,0.7742,0.4839,0.5161,1.5806,11.7,8.7,13.5,1.8,193.0
97.4,10.0,0.545,78.6,0.571,0.0,0.0,57.22,0.5833,2.0,0.5,5.0,1.0,16.8,1.1195,5.6,0.0,-0.921263,3.23755,0.647803,2.62239,0.0,0.2,2.1,2.9,24.0,0.0,17.6,0.8,205.7
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,11.6,0.0305286,8.0,2.0,-13.4681,2.1613,-8.80349,5.25831,1.0,0.0,0.0,1.5,39.589,39.978,75.989,0.0,180.3
55.7,28.0,0.857,15.9,0.25,5.0,0.25,34.87,0.5,0.0,0.0,0.0,1.0,12.9,-1.02456,3.1,0.92300236,-6.38913,-0.538919,-7.26275,-0.650939,0.8571,0.3214,0.0714,0.8214,8.7,14.3,39.8,1.8,182.9
88.6,30.0,0.577,21.3,0.459,12.0,0.25,44.29,0.5094,7.0,0.3182,5.0,1.0,14.0,0.295133,3.7,2.124965,0.228734,-0.126946,-1.26654,0.843874,2.2667,0.8667,0.5,1.1333,5.9,18.2,20.7,2.4,185.4
55.7,30.0,0.632,44.2,0.53,0.0,0.0,53.82,0.6066,7.0,0.3182,10.0,0.7692,15.9,0.187216,6.0,0.6486662,-2.21602,-0.746112,-3.88838,-0.51547,0.8,0.6333,1.1,2.0,14.5,9.3,27.9,2.3,198.1
55.7,23.0,0.438,31.4,0.392,0.0,0.0,40.1,0.4483,7.0,0.3182,0.0,1.0,18.0,-0.459092,5.2,0.06252695,-8.0151,-2.76237,-7.02013,-1.25936,0.0435,0.2174,0.7826,0.9565,11.5,1.0,25.1,1.4,203.2
55.7,18.0,0.688,133.3,0.455,0.0,0.0,53.57,0.5714,1.0,0.25,0.0,1.0,21.5,0.188292,7.4,1.099892,-0.747213,3.38486,-2.43248,4.23653,0.6111,0.5,0.3333,0.5,12.1,24.0,32.9,6.4,193.0
55.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,1.0,8.9,-0.272127,0.0,0.71435875,-6.61088,-6.14349,-1.9532,-6.52964,0.0,0.0,0.3333,0.3333,20.9,0.0,0.0,0.0,195.6
1.6,16.0,0.917,18.2,0.385,8.0,0.296,45.33,0.4667,8.0,0.3333,0.0,1.0,18.3,-0.256731,5.2,0.47368422,-3.84632,0.812531,-5.08725,0.457969,0.5625,0.375,0.625,1.8125,12.7,7.2,24.3,1.4,188.0
55.7,27.0,0.5,39.7,0.47,3.0,0.5,49.03,0.6383,24.0,0.3529,3.0,1.0,17.7,-0.704292,4.8,0.24443512,-7.07438,-1.96257,-6.00299,-2.33709,0.4074,0.4444,0.9259,2.8519,17.2,4.7,27.3,1.3,203.2
55.7,28.0,0.375,25.8,0.452,0.0,0.0,44.54,0.5,5.0,0.3846,1.0,1.0,21.6,0.0387734,4.8,0.18172564,-4.60304,-0.0844975,-4.23445,-2.26758,0.0714,0.1429,0.7143,0.6429,17.7,3.3,25.5,2.0,198.1
55.7,31.0,0.464,43.1,0.523,0.0,0.0,51.72,0.6111,12.0,0.4138,2.0,1.0,15.7,0.336252,7.2,0.5555556,-1.03091,-1.32228,-2.34095,-0.590381,0.3125,0.1875,1.25,1.5938,17.3,4.3,18.7,0.9,200.7
55.7,26.0,0.5,35.6,0.442,0.0,0.0,43.73,0.5769,3.0,0.1875,0.0,1.0,13.0,-0.0484104,7.7,0.4998375,-3.40534,-1.02716,-5.30045,0.048105,0.1538,0.1923,0.6923,1.0769,13.2,3.3,14.7,1.2,208.3
55.7,5.0,0.0,0.0,0.0,5.0,0.455,62.5,0.5568,0.0,0.0,0.0,1.0,22.6,0.785423,0.0,1.0,4.8737,-3.92675,7.29728,-4.4981,0.4,0.0,0.2,0.8,16.0,16.0,18.0,0.0,185.4
11.0,32.0,0.625,23.0,0.55,22.0,0.275,53.71,0.6797,56.0,0.4432,7.0,0.875,28.4,2.40469,3.2,0.8414439,-0.681846,0.197864,0.950755,-0.993343,2.1562,0.5938,1.5312,4.9655,21.8,16.0,17.2,1.1,208.3
55.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.630798,0.0,0.71435875,-2.14185,-1.28917,-7.51825,-3.39097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.9
55.7,8.0,0.667,50.0,0.5,0.0,0.0,40.4,0.5,1.0,0.5,0.0,1.0,26.4,-0.308936,3.6,0.85714287,-9.85754,-0.791655,-9.57906,-2.02001,0.75,0.375,0.125,0.125,3.9,32.3,47.9,5.4,182.9
66.6,25.0,0.543,21.5,0.41,10.0,0.417,45.37,0.5373,21.0,0.2917,6.0,0.8571,18.0,0.402961,3.1,0.57575756,-1.77282,-1.66263,-0.817529,-2.12692,0.76,0.52,1.76,2.2,10.7,7.6,18.3,1.3,190.5
55.7,19.0,0.818,40.7,0.556,0.0,0.0,60.51,0.6818,1.0,0.1667,0.0,1.0,14.8,0.472761,9.1,0.6665611,0.133118,-2.69308,-2.69442,-1.73841,0.2105,0.2105,0.6316,0.6842,10.6,5.8,17.4,1.7,205.7
55.7,9.0,0.5,18.2,0.0,1.0,0.143,16.74,0.0,0.0,0.0,0.0,1.0,16.3,-0.496448,2.7,0.71435875,-6.82245,-3.48478,-8.49013,-2.73467,0.1111,0.1111,0.0,0.2222,7.4,6.1,0.0,1.8,188.0
55.7,18.0,0.756,38.5,0.496,0.0,0.0,54.2,0.5753,16.0,0.3721,0.0,1.0,21.7,0.768068,5.1,0.2222,-3.6571,-3.4792,-3.39998,-3.42797,0.4444,0.2222,2.2222,2.3889,12.7,4.5,23.5,0.6,198.1
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,19.3,-0.45263,0.0,0.0,-21.7612,1.00765,-18.321,-8.85803,0.0,0.0,0.0,0.0,0.0,0.0,75.989,0.0,177.8
60.2,29.0,0.679,19.6,0.486,44.0,0.358,52.67,0.5816,15.0,0.3,2.0,1.0,21.5,1.13699,3.4,1.1063738,0.191879,0.000481344,0.237925,-0.0812046,1.7931,1.3448,0.6897,2.7241,10.9,13.8,16.0,2.9,193.0
55.7,20.0,0.857,77.8,0.667,4.0,0.667,89.25,0.6667,0.0,0.3158,0.0,1.0,5.8,0.403942,3.7,1.6249999,-1.86842,-1.97502,-3.22888,-1.68324,0.65,0.1,0.15,0.5,5.4,10.3,36.6,0.5,182.9
84.8,33.0,0.556,15.1,0.48,31.0,0.33,49.78,0.5625,3.0,0.3,6.0,1.0,10.5,0.834768,2.6,0.74999994,1.98493,0.132469,0.672897,0.807382,0.1818,0.4242,0.5152,1.0303,6.9,1.9,7.8,1.4,200.7
55.7,31.0,0.619,58.3,0.504,5.0,0.263,52.47,0.6901,14.0,0.2545,18.0,0.8571,14.3,1.35709,3.1,1.1666237,0.378932,4.34706,0.852574,2.70289,1.3548,0.5806,1.6129,3.3226,15.0,11.5,18.5,1.3,203.2
55.7,29.0,0.662,56.7,0.329,11.0,0.314,43.99,0.4706,12.0,0.2353,0.0,1.0,24.1,-0.321497,4.6,0.44448024,-6.61015,-4.23855,-6.33761,-3.51543,0.6897,0.3448,0.1724,0.8276,7.2,10.7,27.0,1.5,175.3
55.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.590704,4.4,0.71435875,-4.56096,-2.82832,-9.8051,-3.23448,0.0,0.0,0.0,0.2,11.0,0.0,0.0,0.0,190.5
55.7,34.0,0.421,52.4,0.664,1.0,0.5,62.12,0.6967,10.0,0.4762,11.0,0.8462,21.8,1.39994,6.7,0.51061136,0.521721,-0.082987,-0.704881,-1.19758,0.6857,0.5143,2.4286,2.6,18.7,8.7,21.3,1.6,200.7
55.7,29.0,0.785,30.0,0.392,54.0,0.406,54.24,0.5568,4.0,0.3158,0.0,1.0,21.7,2.40878,2.1,0.94876564,2.10257,-2.56136,2.05072,-1.20575,1.2759,0.5172,0.3793,1.2414,5.4,11.3,14.4,1.2,195.6
55.7,30.0,0.75,21.1,0.467,12.0,0.522,66.99,0.5455,1.0,0.25,0.0,1.0,14.0,0.565856,4.5,1.3635124,3.86894,2.06115,2.16405,2.88843,0.5,0.4,0.3333,0.7667,13.2,13.0,23.4,3.6,185.4
55.7,32.0,0.706,25.6,0.603,17.0,0.283,54.64,0.6327,13.0,0.5417,0.0,1.0,16.6,0.812344,2.6,1.5454545,0.14291,-1.10417,0.0642307,-0.662423,1.0625,0.4375,0.4688,1.5312,10.6,12.3,15.1,1.6,190.5
55.7,26.0,0.667,32.9,0.429,30.0,0.375,52.2,0.4783,14.0,0.3684,1.0,1.0,20.1,1.09012,3.6,1.4594196,0.675422,-2.18017,0.669011,-1.1107,2.0769,0.3077,0.3462,1.3846,7.5,21.5,19.0,0.8,185.4
55.7,36.0,0.509,53.0,0.471,2.0,0.133,45.14,0.5932,5.0,0.1923,11.0,0.9167,12.2,-0.137612,3.4,0.77270496,-1.31487,1.11124,-2.81082,1.39407,0.4722,0.8333,0.8889,1.6111,10.4,4.9,17.5,2.9,193.0
55.7,21.0,0.667,24.0,0.333,2.0,0.2,35.91,0.5,1.0,0.1429,0.0,1.0,18.3,-0.207725,4.8,0.92303616,-4.57375,-1.76409,-5.08804,-2.92546,0.5217,0.1304,0.5217,0.7391,14.1,16.6,31.5,1.0,193.0
55.7,22.0,0.545,28.9,0.269,3.0,0.25,33.55,0.5568,4.0,0.3158,0.0,1.0,17.6,-0.4761,6.3,0.42866123,-7.36916,2.95969,-7.81708,3.48687,0.1364,0.2273,0.1364,0.8182,14.5,4.0,16.7,2.1,193.0
55.7,30.0,0.824,12.6,0.404,29.0,0.349,49.97,0.6087,7.0,0.2414,0.0,1.0,15.6,0.512457,3.2,0.75004846,-0.638718,-2.7349,-1.2083,-1.5072,0.3871,0.1613,0.129,1.0968,7.7,5.1,12.9,0.6,193.0
55.7,32.0,0.694,30.4,0.544,36.0,0.346,55.35,0.8571,13.0,0.3611,3.0,1.0,15.1,1.83337,3.5,2.3333979,2.81045,3.93825,1.97759,4.12983,2.4062,0.8125,0.4062,3.3125,15.7,19.5,17.6,2.1,190.5
55.7,19.0,0.0,23.1,0.5,1.0,0.333,45.06,0.8,1.0,0.2,0.0,1.0,16.3,0.0464324,6.5,0.0,-1.31658,-4.70308,-1.20352,0.812987,0.0,0.1579,0.2105,0.2105,10.1,0.0,8.0,4.0,185.4
55.7,28.0,0.853,26.2,0.421,36.0,0.493,63.29,0.5556,9.0,0.3,2.0,1.0,15.4,1.86593,4.9,1.8498574,2.93158,-2.55555,2.11065,-1.00794,1.2333,0.5667,0.5667,1.2,7.8,10.3,11.7,1.4,185.4
85.0,34.0,0.815,22.9,0.378,30.0,0.37,53.51,0.5833,6.0,0.25,0.0,1.0,17.1,1.04401,4.7,1.7500709,2.30562,1.37531,1.94948,1.71261,0.6176,0.1765,0.5,1.2647,12.0,10.2,10.4,0.9,198.1
89.4,25.0,0.625,29.6,0.444,10.0,0.278,45.45,0.8333,3.0,0.25,1.0,1.0,26.8,0.199187,6.4,0.09090909,-2.54373,-2.01399,-5.09295,-1.31815,0.04,0.16,0.28,0.88,17.8,1.6,19.2,1.9,198.1
55.7,15.0,0.762,36.2,0.328,14.0,0.241,41.19,0.5568,4.0,0.3158,0.0,1.0,27.2,-0.538437,4.8,0.63414186,-5.24293,-1.67141,-5.49424,-2.04037,1.7333,0.7333,0.4,1.8,9.1,18.0,25.5,1.9,190.5
55.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.3158,0.0,1.0,20.0,-0.294697,0.0,0.0,-18.0585,-5.34699,-24.941147,-11.328697,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,190.5
43.2,29.0,0.7,33.3,0.412,3.0,0.231,43.17,0.5714,3.0,0.3,0.0,1.0,8.4,-0.277031,5.6,1.5454785,-1.22749,1.01983,-3.91148,1.01638,0.5862,0.3103,0.3448,1.069,11.8,10.3,25.9,1.8,195.6
81.4,35.0,0.737,10.1,0.333,57.0,0.39,54.05,0.2,13.0,0.3611,0.0,1.0,15.0,1.62635,1.7,1.2726694,3.04278,-0.435886,3.45845,0.5429,0.4,0.2571,0.3429,1.0571,5.9,4.6,6.8,0.8,200.7
55.7,24.0,0.563,59.3,0.185,0.0,0.0,27.46,0.2667,1.0,0.0833,0.0,0.0,12.3,-0.953664,7.7,0.26666665,-7.68202,-2.86353,-8.84855,-4.01432,0.16,0.04,0.96,0.76,8.6,3.2,30.8,0.0,200.7
55.7,5.0,1.0,33.3,0.25,2.0,0.25,43.17,0.25,0.0,0.3158,0.0,1.0,16.2,-0.622574,1.5,0.4,-5.40901,-2.51441,-3.76239,-3.80253,0.4,0.2,0.6,1.0,10.0,6.1,30.6,1.0,203.2
55.7,8.0,0.0,0.0,0.25,0.0,0.0,15.38,0.25,1.0,0.25,0.0,1.0,17.9,-0.95598,2.7,1.0,-12.0272,-1.50899,-9.30905,-2.35223,0.3,0.0,0.3,0.8,18.7,8.3,23.1,0.0,203.2
55.7,12.0,0.0,0.0,0.333,0.0,0.0,33.33,0.3333,0.0,0.3158,0.0,1.0,4.2,-0.889637,3.0,1.0,-6.98923,-2.22247,-9.00303,-3.11942,0.1667,0.0833,0.0,0.4167,8.9,5.4,41.6,0.9,175.3
96.2,35.0,0.726,57.3,0.469,19.0,0.311,53.18,0.6306,21.0,0.253,4.0,0.6667,29.2,1.45791,4.0,0.94783455,-1.27488,-0.756192,0.0554801,-0.629319,3.1143,1.0,0.7714,1.3429,6.8,29.3,29.4,2.6,182.9
74.4,10.0,1.0,26.7,1.0,2.0,0.143,35.5,0.5568,4.0,0.3158,0.0,1.0,12.9,-0.493339,4.0,2.1111112,-1.65747,-1.54134,-4.37414,1.00964,1.9,0.4,0.0,0.8,7.1,25.9,33.8,2.0,185.4
55.7,23.0,0.625,24.2,0.45,8.0,0.174,35.33,0.75,6.0,0.375,0.0,1.0,11.8,-1.3265412,4.1,1.6666241,-3.63828,0.215817,-5.94029,1.33702,1.3043,1.0435,0.1304,1.2174,8.6,13.5,21.7,3.5,177.8
55.7,34.0,0.857,38.9,0.556,1.0,0.111,44.55,0.5,3.0,0.6,0.0,1.0,11.6,-0.80092,4.9,1.1249859,-6.1067,-0.332598,-7.22633,0.247738,1.0,0.3056,0.0556,0.4444,5.8,18.2,55.7,1.9,180.3
67.2,31.0,0.722,34.0,0.426,29.0,0.322,49.35,0.4627,21.0,0.375,0.0,1.0,20.7,0.970391,5.3,1.5070516,0.574842,1.73478,-1.2132,1.73006,3.4516,1.2903,0.6452,3.5484,14.5,26.9,24.2,2.8,180.3
55.7,2.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,0.0,0.3158,0.0,1.0,2.6,1.7653,0.0,0.71435875,-2.52943,-3.2852,-0.954219,-3.43294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
55.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,4.0,0.3158,0.0,1.0,0.0,-0.319844,0.0,0.71435875,-5.73382,-3.58374,-7.50739,-6.42338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5
55.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5568,0.0,0.3158,0.0,1.0,0.0,-0.1642,0.0,0.71435875,-15.1785,-4.30089,-1.94985,6.06924,0.0,0.0,0.0,0.5,39.589,0.0,0.0,0.0,200.7
55.7,30.0,0.761,37.5,0.397,44.0,0.373,51.01,0.4646,31.0,0.3263,3.0,0.6,25.8,0.499026,2.9,0.41122046,-3.79905,0.0631998,-2.30878,-0.680089,1.4667,1.1333,0.6333,3.1,12.2,11.3,26.6,2.2,193.0
55.7,16.0,0.667,63.2,0.667,1.0,0.25,62.75,0.625,5.0,0.7143,1.0,1.0,22.8,0.2168,11.8,0.2222926,-3.8659,-4.7653,-5.47806,-1.32522,0.1053,0.0,0.4211,1.0,24.0,3.2,19.7,0.0,203.2
55.7,24.0,0.471,58.6,0.488,6.0,0.353,49.9,0.5,0.0,0.0,0.0,1.0,13.1,-0.0182876,4.5,0.73328,-3.49571,-0.413108,-2.97451,-1.37378,0.4583,0.0417,1.0,1.9167,15.0,5.3,17.8,0.2,198.1
55.7,28.0,0.744,27.1,0.423,17.0,0.362,49.84,0.5,12.0,0.3158,0.0,1.0,19.7,0.576007,2.6,1.25,-1.801,-1.6721,-0.800276,-1.39561,1.0,0.5333,0.7333,1.9333,14.1,10.7,13.1,1.7,190.5
10.0,22.0,0.524,56.8,0.35,3.0,0.214,38.85,0.56,7.0,0.2,0.0,1.0,18.3,-0.896016,4.8,0.7499804,-5.79914,-0.700548,-5.87795,-1.73411,0.9545,0.3636,1.0455,2.5455,18.1,12.1,25.3,1.3,190.5
4.0,30.0,0.603,34.5,0.48,26.0,0.394,53.95,0.5918,14.0,0.3415,13.0,0.8667,17.8,0.85671,4.4,0.68421054,-0.97107,2.65059,-0.925244,1.22667,0.8125,0.375,1.125,2.9688,15.9,7.9,18.3,1.0,200.7
55.7,30.0,0.588,35.7,0.522,17.0,0.321,52.32,0.6452,7.0,0.25,10.0,0.9091,15.9,0.591644,4.3,0.5667045,-0.807301,0.250452,-0.648703,-0.392315,0.5484,0.3548,1.0323,2.4194,12.8,5.0,17.6,1.1,188.0
55.7,26.0,0.409,39.3,0.464,0.0,0.0,45.9,0.6176,5.0,0.2273,13.0,0.9286,17.3,-0.209086,4.8,0.22215801,-5.77842,-0.559526,-4.97984,-0.743044,0.1538,0.1154,0.4615,1.6538,19.9,3.5,25.4,0.7,205.7
55.7,21.0,0.638,37.4,0.471,1.0,0.067,47.11,0.5568,4.0,0.3158,0.0,1.0,21.5,0.186006,3.4,0.48982126,-3.57463,1.57903,-2.63593,-0.14699,1.1429,1.4286,1.9524,4.5714,19.8,8.7,24.4,3.2,195.6
55.7,37.0,0.684,40.6,0.396,38.0,0.396,53.34,0.5,7.0,0.2121,7.0,0.6364,16.5,0.558766,2.9,0.6393453,-1.08042,-0.040746,-0.517281,-0.430307,1.0,0.641,1.0769,2.8205,13.2,8.7,21.8,1.4,193.0
11.0,9.0,0.333,45.0,0.4,1.0,0.2,37.08,0.5714,2.0,0.25,0.0,1.0,22.1,0.01788,5.3,2.6669667,-4.53307,-0.124589,-3.05468,0.814452,0.8889,0.0,0.3333,1.6667,25.6,20.9,11.5,0.0,205.7
98.4,37.0,0.646,52.1,0.465,26.0,0.329,51.17,0.6645,56.0,0.3362,30.0,0.9189,27.8,3.4790213,3.0,0.79996955,2.62034,4.2277,3.90817,3.21055,1.5789,1.1316,2.4211,4.9655,22.1,10.3,13.6,2.2,203.2
55.7,23.0,0.556,34.2,0.597,11.0,0.282,55.81,0.6667,13.0,0.4063,2.0,1.0,21.3,1.6255,2.7,1.1999615,1.72738,-0.688356,3.27183,0.571129,1.25,1.5833,1.25,2.0833,11.5,13.9,13.9,4.4,193.0
83.2,33.0,0.755,33.3,0.273,24.0,0.233,39.05,0.35,5.0,0.2083,0.0,1.0,19.0,0.058137,2.2,1.2973719,-1.17531,-2.25287,-2.70375,-1.51,1.4118,0.5588,0.2353,0.8235,5.3,16.4,19.4,1.7,177.8
55.7,12.0,0.667,14.0,0.231,3.0,0.176,27.26,0.1667,5.0,0.25,0.0,1.0,21.9,-1.07608,2.1,0.384658,-10.1968,-3.96279,-8.36518,-4.12752,0.4167,0.1667,0.4167,0.8333,9.3,8.9,27.3,0.9,188.0
55.7,21.0,0.857,33.3,0.385,2.0,0.25,45.22,0.4444,1.0,0.25,0.0,1.0,10.7,-0.0933093,1.3,1.1666083,-2.21041,2.0707,0.220458,0.151721,0.3333,0.1905,0.4286,0.8095,13.9,8.1,21.8,1.6,190.5
55.7,14.0,0.4,100.0,0.6,0.0,0.0,54.24,0.0,3.0,0.75,0.0,1.0,18.7,-0.10412,6.9,0.2,-7.16427,-6.4138,-6.87517,-3.89348,0.0625,0.125,0.4375,0.25,10.6,0.0,37.5,0.0,208.3
55.7,24.0,0.6,7.4,0.425,22.0,0.232,37.92,0.8,9.0,0.3,0.0,1.0,22.0,-0.526765,3.9,0.62158656,-4.363,-2.45547,-5.23864,-2.62144,0.9583,0.375,0.4583,1.375,9.3,12.7,26.3,1.4,188.0
39.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,1.0,6.1,-0.137583,8.9,0.0,-6.40971,4.34438,-4.49395,0.902594,0.0,0.0,0.1818,0.2727,12.6,0.0,0.0,0.0,205.7
55.7,30.0,0.646,35.7,0.369,14.0,0.311,43.13,0.5568,4.0,0.3158,0.0,1.0,20.4,-0.181874,5.9,0.4193642,-4.37885,-2.56285,-4.61165,-2.44735,0.8667,0.7333,1.9,3.2667,15.2,8.7,24.0,1.8,203.2
55.7,18.0,0.75,30.8,0.5,0.0,0.0,50.34,0.5556,1.0,0.3333,1.0,1.0,19.8,-0.0338066,2.4,0.0,-8.50383,-5.46693,-2.33667,-2.48052,0.0,0.0,0.1111,0.3333,14.3,0.0,24.6,0.0,200.7
55.7,26.0,0.8,45.5,0.629,11.0,0.355,62.93,0.8,6.0,0.4286,0.0,1.0,14.8,1.08746,4.8,1.6924,1.20262,-2.24874,-0.511286,-1.10858,0.8462,0.1538,0.3462,1.0385,10.2,14.2,16.3,0.7,190.5
91.4,34.0,0.778,16.4,0.622,29.0,0.397,62.0,0.6154,15.0,0.625,0.0,1.0,18.4,1.24344,5.0,1.6665912,2.46151,3.06125,1.09987,4.42831,1.4706,0.4412,0.0294,1.5882,14.5,21.2,22.9,2.1,195.6
55.7,29.0,0.615,26.5,0.333,26.0,0.338,48.94,0.5,2.0,0.1818,0.0,1.0,15.6,-0.158783,2.4,1.0,-2.23101,-3.49337,-2.4613,-2.4773,1.2069,0.3448,0.1379,0.7241,5.5,17.5,28.8,1.3,188.0
55.7,19.0,0.762,67.7,0.536,1.0,0.333,59.79,0.6667,7.0,0.4375,0.0,1.0,19.3,0.417581,4.3,0.0,-4.62964,-8.10826,-2.09127,-4.03554,0.0,0.0,0.3158,0.5789,9.8,0.0,21.8,0.0,198.1
55.7,18.0,0.917,44.4,0.5,1.0,0.091,45.87,1.0,3.0,0.2727,0.0,1.0,20.8,0.232704,5.2,0.5,-2.53095,-1.64544,-0.943261,-0.651709,0.1111,0.0,0.2778,0.7222,16.2,4.9,12.7,0.0,198.1
55.7,30.0,0.587,59.4,0.489,2.0,0.143,48.92,0.5814,20.0,0.4082,0.0,0.0,16.6,-0.0584474,5.7,0.58622116,-3.94006,0.745454,-4.19332,0.221862,0.5667,0.3333,0.8,1.7,12.3,8.0,20.9,1.2,200.7
55.7,5.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.0,26.3,-0.510703,8.0,0.0,-19.3122,-4.4812,-15.7407,-9.48895,0.0,0.0,0.2,0.0,0.0,0.0,45.9,0.0,190.5
55.7,27.0,0.5,45.5,0.333,0.0,0.0,35.51,0.3529,1.0,0.25,0.0,1.0,11.0,-1.28368,7.2,0.8889,-8.35657,0.257038,-9.07971,0.313191,0.8889,0.1111,0.2963,1.1852,13.1,15.5,48.0,0.6,200.7
55.7,30.0,0.708,19.7,0.464,24.0,0.364,52.85,0.5333,10.0,0.3846,0.0,1.0,20.6,0.362534,5.0,0.6521455,-1.29218,0.897446,-2.16009,2.31447,0.5,0.8333,0.3333,1.1,11.0,8.3,18.2,4.1,190.5
55.7,16.0,0.333,23.1,0.222,1.0,0.25,27.73,0.25,1.0,0.2,0.0,1.0,15.8,-0.30424,5.3,1.0,-7.08699,-3.69542,-8.17966,-3.81286,0.125,0.0625,0.0625,0.1875,7.3,7.5,15.0,1.2,185.4
55.7,23.0,0.533,40.5,0.231,6.0,0.25,36.26,0.3333,0.0,0.0,1.0,1.0,17.0,-0.182325,4.1,1.200092,-2.98219,-0.945028,-5.23099,0.0680245,0.2609,0.1739,0.2174,0.3478,6.2,8.4,12.7,1.7,185.4
55.7,24.0,0.667,36.8,0.342,9.0,0.474,50.02,0.45,4.0,0.2222,1.0,1.0,15.2,-0.153567,3.3,1.9090215,-3.75753,-4.61049,-4.04161,-3.21778,1.75,0.2083,0.0833,1.0,8.0,25.1,26.1,0.9,190.5
